record_id,title,authors,language,publication_year,publisher,isbn_or_issn,segment,subsegment,perspective,topics,access_type,dataset_status
pmi-ja-0014,クロスボーダーM&Aの組織・人事PMI,竹田年朗,ja,2019,Unknown,4502306215,Securities & Investment Banking,PMI,practice,M&A PMI,unknown,draft
pmi-ja-0015,トップコンサルタントが明かす　ポストM&A成功44の鉄則,田中大貴,ja,2018,日経BP,,Securities & Investment Banking,PMI,practice,PMI 統合,unknown,draft
pmi-ja-0016,Ｍ＆Ａシナジーを実現するＰＭＩ,要　慎吾; 中村　健太郎; 森田　純夫,ja,2016,東洋経済新報社,9784492533796,Securities & Investment Banking,PMI,practice,PMI 統合,unknown,draft
pmi-ja-0017,大前研一ビジネスジャーナル No.10（M&Aの成功条件／位置情報3.0時代のビジネスモデル）,,ja,2016,good.book,,Securities & Investment Banking,PMI,practice,ポストマージャーインテグレーション,unknown,draft
pmi-ja-0018,M&Aを成功に導くPMI,三宅卓,ja,2015,President Inc,,Securities & Investment Banking,PMI,practice,M&A 統合 実務,unknown,draft
pmi-ja-0019,企業買収後の統合プロセス,前田絵理; 菊池庸介,ja,2014,Unknown,4502079006,Securities & Investment Banking,PMI,practice,M&A PMI,unknown,draft
pmi-ja-0020,トップM&Aアドバイザーが初めて明かす中小企業M&A 34の真実,藤井一郎,ja,2013,東洋経済新報社,9784492533307,Securities & Investment Banking,PMI,practice,シナジー 創出,unknown,draft
def-en-0001,Overview of Takeover Defenses,Richard S. Ruback; Sloan School of Management,en,2022,Unknown,,Securities & Investment Banking,M&A Defense,practice,takeover defense,unknown,draft
def-en-0002,M&a Hostile Takeover Defense,Sameer Jain,en,2021,Unknown,,Securities & Investment Banking,M&A Defense,practice,hostile takeover defense,unknown,draft
def-en-0003,Daffodils and Poisonous Pills,Abby Reede,en,2020,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0004,Poison in the Pills,August Raine,en,2020,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0005,Poison Pills,Marcella Blok,en,2017,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0006,Poison Pill,Glenn Kaplan,en,2013,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0007,Poison Pill in Paradise,Stephen Gravett,en,2011,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0008,Takeover defense,Arthur Fleischer,en,2010,Unknown,,Securities & Investment Banking,M&A Defense,practice,takeover defense,unknown,draft
def-en-0009,"A ""poison pill?""",Brian Jay Rose,en,2008,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0010,Defense Strategies Against Hostile Takeovers,Jan Steinbächer,en,2007,Unknown,,Securities & Investment Banking,M&A Defense,practice,hostile takeover defense,unknown,draft
def-en-0011,Defence communication,,en,2007,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0012,Corporate Takeover Defenses 2004,,en,2006,Unknown,,Securities & Investment Banking,M&A Defense,practice,takeover defense,unknown,draft
def-en-0013,Poisoned Pills,Michael G Tolson,en,2006,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0014,The Poison Pill,Marciano Guerrero,en,2006,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0015,Bargaining in the shadow of peoplesoft's (defective) poison pill,Reena Aggarwal,en,2006,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0016,Defensive strategies against hostile takeovers,Vlad Adrian Popescu,en,2004,Unknown,,Securities & Investment Banking,M&A Defense,practice,hostile takeover defense,unknown,draft
def-en-0017,"Pills, potions, and poisons",T. W. Stone,en,2004,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0018,Bargaining in the shadow of takeover defenses,Guhan Subramanian,en,2003,Unknown,,Securities & Investment Banking,M&A Defense,practice,takeover defense,unknown,draft
def-en-0019,The powerful antitakeover force of staggered boards,Lucian A. Bebchuk,en,2002,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0020,Rhetoric and the institutionalization of takeover defenses in the S&P 1500 from 1975-1998,Sandy Edward Green,en,2001,Unknown,,Securities & Investment Banking,M&A Defense,practice,takeover defense,unknown,draft
def-en-0021,Takeovers,Meredith M. Brown; Ralph C. Ferrara; Paul S. Bird,en,2001,Unknown,,Securities & Investment Banking,M&A Defense,practice,takeover defense,unknown,draft
def-en-0022,Corporate Takeover Defenses 2000,Virginia Rosenbaum,en,2000,Unknown,,Securities & Investment Banking,M&A Defense,practice,takeover defense,unknown,draft
def-en-0023,Special study for corporate counsel on poison pills,William A. Hancock,en,2000,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0024,"Pills, potions and poisons",Trevor Stone; Gail Darlington,en,2000,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-en-0025,Poisons and Antidotes (Rev ed),Carol Turkington,en,1999,Unknown,,Securities & Investment Banking,M&A Defense,practice,poison pill,unknown,draft
def-ja-0001,バットマン：ビヨンド・ザ・ホワイトナイト,ショーン・マーフィー; クレイ・マコーマック; シモーネ・ディ・メオ,ja,2024,小学館集英社プロダクション,,Securities & Investment Banking,M&A Defense,practice,ホワイトナイト,unknown,draft
def-ja-0002,敵対的買収とアクティビスト,太田洋,ja,2023,岩波書店,,Securities & Investment Banking,M&A Defense,practice,敵対的買収,unknown,draft
def-ja-0003,敵対的買収防衛策の新局面,金融商品取引法研究会,ja,2021,Unknown,4890326944,Securities & Investment Banking,M&A Defense,practice,敵対的買収 防衛,unknown,draft
def-ja-0004,図解でわかるM＆A入門 買収・出資・提携のしくみと流れの知識が身につく,桂木 麻也,ja,2020,翔泳社,9784798165127,Securities & Investment Banking,M&A Defense,practice,買収防衛,unknown,draft
def-ja-0005,図解でわかるM&A入門 買収・出資・提携のしくみと流れの知識が身につく,桂木 麻也,ja,2020,翔泳社,9784798165363,Securities & Investment Banking,M&A Defense,practice,敵対的買収,unknown,draft
def-ja-0006,買収防衛策の導入傾向と事例分析,三菱UFJ信託銀行証券代行部,ja,2011,Unknown,4785751916,Securities & Investment Banking,M&A Defense,practice,買収防衛策 事例,unknown,draft
def-ja-0007,企業買収の裏側―Ｍ＆Ａ入門―,淵邊善彦,ja,2010,新潮社,,Securities & Investment Banking,M&A Defense,practice,買収防衛策 事例,unknown,draft
def-ja-0008,官能のホワイトナイト【イラスト入り】,伶諳,ja,2009,白泉社,,Securities & Investment Banking,M&A Defense,practice,ホワイトナイト,unknown,draft
def-ja-0009,M&A敵対的買収防衛完全マニュアル,福谷尚久; 土橋正和,ja,2008,Unknown,4502396303,Securities & Investment Banking,M&A Defense,practice,敵対的買収 防衛,unknown,draft
def-ja-0010,企業防衛シンポジウム,,ja,2008,Unknown,,Securities & Investment Banking,M&A Defense,practice,敵対的買収 防衛,unknown,draft
def-ja-0011,検証日本の敵対的買収,新井富雄; 日本経済研究センター,ja,2007,Unknown,,Securities & Investment Banking,M&A Defense,practice,敵対的買収,unknown,draft
def-ja-0012,買収防衛とM&A判例集,長谷川俊明,ja,2007,Unknown,,Securities & Investment Banking,M&A Defense,practice,買収防衛,unknown,draft
def-ja-0013,買収防衛策の事例分析,別冊商事法務編集部,ja,2007,Unknown,4785751444,Securities & Investment Banking,M&A Defense,practice,買収防衛策 事例,unknown,draft
def-ja-0014,敵対的合併・買収を防ぐ財務戦略　中小企業でも危ない！,碓氷悟史,ja,2007,KADOKAWA,,Securities & Investment Banking,M&A Defense,practice,買収防衛策 事例,unknown,draft
def-ja-0015,敵対的買収防衛策をめぐる法規制,矢崎淳司,ja,2007,Unknown,4811572815,Securities & Investment Banking,M&A Defense,practice,敵対的買収 防衛,unknown,draft
def-ja-0016,敵対的買収と買収防衛策に関する傾向分析,レコフ,ja,2006,Unknown,,Securities & Investment Banking,M&A Defense,practice,敵対的買収 防衛,unknown,draft
def-ja-0017,敵対的買収防衛策と訴訟リスク,新谷勝,ja,2006,Unknown,4502942006,Securities & Investment Banking,M&A Defense,practice,敵対的買収 防衛,unknown,draft
def-ja-0018,ポイズンピルがわかる本,高谷信一郎,ja,2005,Unknown,4761263008,Securities & Investment Banking,M&A Defense,practice,ポイズンピル,unknown,draft
def-ja-0019,企業防衛法務と戦略,末永敏和; 四宮章夫,ja,2005,Unknown,,Securities & Investment Banking,M&A Defense,practice,TOB 防衛,unknown,draft
def-ja-0020,敵対的企業買収,新谷勝,ja,2005,Unknown,,Securities & Investment Banking,M&A Defense,practice,敵対的TOB,unknown,draft
contract-en-0001,M1L SPA Disney Busy Day,PI Kids,en,2023,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0002,Stock Purchase,The Law Store,en,2022,Unknown,,Securities & Investment Banking,M&A Contract,practice,stock purchase agreement,unknown,draft
contract-en-0003,SPACE J&Alpha;M LIVRE de COLORIAGE,Spa OOFr,en,2022,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0004,SPACE J&Alpha;M LIBRO DA COLORARE,Spa OO,en,2022,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0005,Home Spa for Beginners,A. V. A. LEE,en,2022,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0006,Agreement to Sell Stock to Purchasers for Investment Only,Julien Coallier,en,2018,Unknown,,Securities & Investment Banking,M&A Contract,practice,stock purchase agreement,unknown,draft
contract-en-0007,Stock Purchase Agreement - Legally Binding,Julien Coallier,en,2017,Unknown,,Securities & Investment Banking,M&A Contract,practice,stock purchase agreement,unknown,draft
contract-en-0008,Share Purchase Agreements,Bart Bellen,en,2016,Unknown,,Securities & Investment Banking,M&A Contract,practice,share purchase agreement,unknown,draft
contract-en-0009,Winter SPA,A. M. Winter SPA,en,2016,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0010,Winter Mind SPA and Relaxation,A. M. Winter Mind SPA and Relaxation,en,2016,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0011,Stock purchase agreements line by line,Jaron R. Brown,en,2014,Unknown,,Securities & Investment Banking,M&A Contract,practice,stock purchase agreement,unknown,draft
contract-en-0012,S&M Spa,Johnathan Bishop,en,2014,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0013,S&M Spa - Book 1,Johnathan Bishop,en,2014,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0014,S&M Spa - Book 3,Johnathan Bishop,en,2014,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0015,S&M Spa - Book 2,Johnathan Bishop,en,2014,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0016,Terror Spa,A. J. Job Xavier,en,2013,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0017,The revised ABA model stock purchase agreement,Mark J. Tarallo; David M. Barbash,en,2012,Unknown,,Securities & Investment Banking,M&A Contract,practice,stock purchase agreement,unknown,draft
contract-en-0018,Model stock purchase agreement,Murray Perelman,en,2010,Unknown,,Securities & Investment Banking,M&A Contract,practice,stock purchase agreement,unknown,draft
contract-en-0019,Das Share Purchase Agreement in der österreichischen M&A Praxis,Lukas Röper,en,2009,Unknown,,Securities & Investment Banking,M&A Contract,practice,share purchase agreement,unknown,draft
contract-en-0020,SPA,Elizabeth M. Johnson; Bridgette M. Redman,en,2009,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0021,Zimniĭ spas,"Volkov, A. A.",en,2009,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0022,Acquisition agreements,Pennsylvania Bar Institute,en,2008,Unknown,,Securities & Investment Banking,M&A Contract,practice,stock purchase agreement,unknown,draft
contract-en-0023,Spa wars,Chris Manby,en,2008,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0024,Heldentenor Spas Wenkoff,Peter M. Schneider,en,2008,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-en-0025,The Spa Decameron,Fay Weldon,en,2007,Unknown,,Securities & Investment Banking,M&A Contract,practice,SPA M&A,unknown,draft
contract-ja-0001,表明保証保険の実務〔第2版〕―M&Aにおける新しいリスクマネジメント手法,稲田行祐; 高賢一; 梶原俊史,ja,2024,Unknown,432214389X,Securities & Investment Banking,M&A Contract,practice,M&A 契約サンプル,unknown,draft
contract-ja-0002,第2版弁護士・公認会計士の視点と実務中小企業のM&A ‐スキーム・バリュエーション・デューデリジェンス・契約・クロージング,加藤真朗,ja,2023,Unknown,4817848898,Securities & Investment Banking,M&A Contract,practice,M&A 契約サンプル,unknown,draft
contract-ja-0003,次世代ビジネス対応　契約審査手続マニュアル－「新しい資本主義」を踏まえた契約類型－,契約審査実務研究会,ja,2022,新日本法規出版,,Securities & Investment Banking,M&A Contract,practice,株式譲渡契約,unknown,draft
contract-ja-0004,事業者必携 事業再編・M&A【合併・会社分割・事業譲渡】の法律と手続き,,ja,2021,三修社,9784384048759,Securities & Investment Banking,M&A Contract,practice,株式売買契約,unknown,draft
contract-ja-0005,クロスボーダーM&Aの契約実務,森幹晴,ja,2021,Unknown,4502372714,Securities & Investment Banking,M&A Contract,practice,M&A 契約サンプル,unknown,draft
contract-ja-0006,図解でわかるM＆A入門 買収・出資・提携のしくみと流れの知識が身につく,桂木 麻也,ja,2020,翔泳社,9784798165127,Securities & Investment Banking,M&A Contract,practice,株主間契約,unknown,draft
contract-ja-0007,改正民法対応 各種契約書見直しのポイント,堂島法律事務所,ja,2020,新日本法規出版,,Securities & Investment Banking,M&A Contract,practice,表明保証 契約,unknown,draft
contract-ja-0008,事業担当者のための逆引きビジネス法務ハンドブック　Ｍ＆Ａ契約書式編,塩野　誠; 宮下　和昌,ja,2018,東洋経済新報社,9784492533987,Securities & Investment Banking,M&A Contract,practice,基本合意書 M&A,unknown,draft
contract-ja-0009,新民法対応 契約審査手続マニュアル,愛知県弁護士会　研修センター運営委員会　法律研究部　契約審査チーム,ja,2018,新日本法規出版,,Securities & Investment Banking,M&A Contract,practice,表明保証 契約,unknown,draft
contract-ja-0010,重要事項＆用語　図解　民法改正で変わる！最新 契約実務 基本法律用語辞典,,ja,2018,三修社,9784384047790,Securities & Investment Banking,M&A Contract,practice,買収契約 実務,unknown,draft
contract-ja-0011,M&A契約,戸嶋浩二; 内田修平; 塩田尚也,ja,2018,Unknown,4785726008,Securities & Investment Banking,M&A Contract,practice,M&A 契約サンプル,unknown,draft
contract-ja-0012,M&A契約研究,藤田友敬,ja,2018,Unknown,4641138001,Securities & Investment Banking,M&A Contract,practice,M&A 契約サンプル,unknown,draft
contract-ja-0013,Business Law Handbook　ビジネス契約書の読み方・書き方・直し方,長瀬佑志; 長瀬威志; 母壁明日香,ja,2017,日本能率協会マネジメントセンター,,Securities & Investment Banking,M&A Contract,practice,株式譲渡契約,unknown,draft
contract-ja-0014,Business Law Handbook　契約実務ハンドブック,長瀬佑志; 長瀬威志,ja,2017,日本能率協会マネジメントセンター,,Securities & Investment Banking,M&A Contract,practice,買収契約 実務,unknown,draft
contract-ja-0015,図解入門ﾋﾞｼﾞﾈｽ最新契約書の見方･作り方がよ〜くわかる本,高野浩樹,ja,2016,秀和システム,9784798047812,Securities & Investment Banking,M&A Contract,practice,表明保証 契約,unknown,draft
contract-ja-0016,M&A・アライアンス契約書の作成と審査の実務,滝川宜信,ja,2016,Unknown,4865561196,Securities & Investment Banking,M&A Contract,practice,M&A 契約サンプル,unknown,draft
contract-ja-0017,事業再編「合併・分割・売却・事業譲渡・清算」の法律と実務手続き,,ja,2012,三修社,9784384044751,Securities & Investment Banking,M&A Contract,practice,株式売買契約,unknown,draft
contract-ja-0018,図解 すぐに使える！ 契約書式文例集,横溝昇; 南部朋子; 加藤美香保,ja,2011,秀和システム,,Securities & Investment Banking,M&A Contract,practice,株式譲渡契約,unknown,draft
contract-ja-0019,事業譲渡・譲受けの法務,三浦亮太; 河島勇太,ja,2011,Unknown,4502041408,Securities & Investment Banking,M&A Contract,practice,M&A 契約サンプル,unknown,draft
contract-ja-0020,M&Aの契約実務,藤原総一郎; 大久保圭; 宿利有紀子,ja,2010,Unknown,4502995800,Securities & Investment Banking,M&A Contract,practice,M&A 契約サンプル,unknown,draft
dep-en-0001,Deep-Water Depositional Systems,Jon R. Rotzien; Cindy A. Yeilding; Richard A. Sears,en,2022,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0002,"Barytes Deposits of Lake Ainslie and North Cheticamp, N. S. , with Notes on the Production, Manufacture and Uses of Barytes in Canada [microform]",Henry S. (Henry Skeffington) Poole; Geological Survey of Canada,en,2021,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0003,Thorium Resources As Co- and by-Products of Rare Earth Deposits,IAEA,en,2019,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0004,"Uranium Resources As Co- and by-Products of Polymetallic, Base, Rare Earth and Precious Metal Ore Deposits",IAEA,en,2018,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0005,Payday Loans and Deposit Advance Products,Consumer Financial Consumer Financial Protection Bureau,en,2014,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0006,Farm productivity loss due to flood-induced sand deposition,Kalyan Das,en,2012,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0007,Chemical Solution Deposition Of Functional Oxide Thin Films,Rainer Waser,en,2011,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0008,"Patterns of Quern Production, Acquisition and Deposition",D.H. Heslop; Yorkshire Archaeological Society Staff,en,2008,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0009,"Integrated exploration- and production-scale reservoir prediction in ""grainy"" and ""muddy"" epeiric carbonate ramp deposits",Ravi Borkhataria,en,2004,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0010,The Deposit man,Cary Coatney,en,2001,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0011,DAUPHIN DEPOSIT CORP,ICON Group Ltd.,en,2000,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0012,DEPOSIT GUARANTY CORP,ICON Group Ltd.,en,2000,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0013,"FIRST DEPOSIT BANCSHARES, INC",ICON Group Ltd.,en,2000,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0014,"ADVANCED DEPOSITION TECHNOLOGIES, INC",ICON Group Ltd.,en,2000,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0015,Physical vapor deposition of thin films,John E. Mahan,en,2000,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0016,The production and deposition of nano-clusters,Stuart Graham Hall,en,1998,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0017,"The barytes deposits of Lake Ainslie and North Cheticamp, N.S., with notes on the production, manufacture and uses of barytes in Canada",Henry S. Poole,en,1997,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0018,New challenges in bank distribution of retail non-deposit products,,en,1995,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0019,The Volatilization and Deposition of Plant Protection Products,D. Gottschild; J. Siebers; H.G. Notling,en,1995,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0020,Atomization of melts for powder production and spray deposition,Andrew J. Yule,en,1994,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0021,Deposition of corrosion products in-core,K. A. Burrill,en,1994,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0022,"The Geology & Production History of the Uranium Deposits in the White Canyon Mining District, San Juan County, Utah",William L. Chenowith,en,1993,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0023,California depositions,James L. Branton,en,1992,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0024,Reserves and production data for selected ore deposits in the United States found in the files of the Anaconda Copper Company,Keith R Long,en,1992,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-en-0025,The bank deposit documentation manual for front-line personnel,Ann M Brode,en,1991,Unknown,,Banking & Payments,Deposits & Liability Management,practice,deposit products,unknown,draft
dep-ja-0001,資本市場とリスク管理,藤井健司,ja,2024,日販アイ・ピー・エス株式会社,,Banking & Payments,Deposits & Liability Management,practice,流動性リスク管理,unknown,draft
dep-ja-0002,国債リスク　金利が上昇するとき,森田　長太郎,ja,2014,東洋経済新報社,9784492733097,Banking & Payments,Deposits & Liability Management,practice,金利リスク 預金,unknown,draft
dep-ja-0003,日本のソブリンリスク,土屋　剛俊; 森田　長太郎,ja,2011,東洋経済新報社,9784492711798,Banking & Payments,Deposits & Liability Management,practice,金利リスク 預金,unknown,draft
dep-ja-0004,日本経済 このままでは預金封鎖になってしまう,小宮一慶,ja,2010,ディスカヴァー・トゥエンティワン,,Banking & Payments,Deposits & Liability Management,practice,金利リスク 預金,unknown,draft
dep-ja-0005,預金保険制度の解說,,ja,2007,Unknown,,Banking & Payments,Deposits & Liability Management,practice,預金保険,unknown,draft
dep-ja-0006,平成17年4月以降の預金保険制度の解説,預金保険機構,ja,2005,Unknown,,Banking & Payments,Deposits & Liability Management,practice,預金保険,unknown,draft
dep-ja-0007,変われなかった銀行の近未来～メガと地銀の正念場～,野崎浩成,ja,2000,日販アイ・ピー・エス株式会社,,Banking & Payments,Deposits & Liability Management,practice,,unknown,draft
dep-ja-0008,流動性リスク管理の基礎と実務,栗谷修輔,ja,2000,Unknown,,Banking & Payments,Deposits & Liability Management,practice,,unknown,draft
dep-ja-0009,伊斯蘭金融與伊斯蘭銀行業概述　,黃平,ja,2000,三聯書店（香港）有限公司,,Banking & Payments,Deposits & Liability Management,practice,,unknown,draft
dep-ja-0010,商業銀行經營管理,譚遙,ja,2000,崧燁文化事業有限公司,,Banking & Payments,Deposits & Liability Management,practice,,unknown,draft
alm-en-0001,Bank Asset-Liability Management,Fidelio Tata,en,2025,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0002,Bank Asset Liability Management Best Practice,Polina Bardaeva,en,2021,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0003,Asset Liability Management Optimisation,Beata Lubinska,en,2020,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0004,Asset Liability Management  in Banken,Martin Spillmann; Karsten Döhnert; Roger Rissi,en,2019,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0005,Asset-Liability Management Von Lebensversicherungsunternehmen Unter Solvency II,Ercan Osmanli,en,2017,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0006,Asset Liability Management for Banking and Insurance for Banks and Insurance Companies,Marine Habart-Corlosquet,en,2015,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0007,Sovereign Asset-Liability Management - Guidance for Resource-Rich Economies,International Monetary Fund,en,2014,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0008,Dynamische Modellansätze Im Asset-Liability-Management Von Lebensversicherungsunternehmen,Fabian Hör,en,2013,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0009,Asset liability management for financial institutions,Bob Swarup,en,2012,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0010,Asset Liability Management for Financial,Bob Swarup,en,2011,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0011,Asset-Liability-Management Bei Lebensversicherungen,Tim Garsztka,en,2010,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0012,Asset Liability Management in der Lebensversicherung,Christian Führer,en,2010,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0013,Asset Liability Management.,Hainaut Donatien,en,2008,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0014,Asset-Liability Management in Versicherungsunternehmen,Sven Heinemann,en,2007,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0015,Optimal asset allocation in asset liability management,Jules H. van Binsbergen,en,2007,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0016,Asset Liability Management,Ravi T. Kumar,en,2005,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0017,Goal programming techniques for bank asset liability management,Kyriaki Kosmidou; C. Zopounidis,en,2004,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0018,Asset/Liability Management Basics for Community Financial Institutions,James Wilkinson,en,2004,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0019,ALM spelled out,Bill Goedken,en,2004,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0020,Goal Programming Techniques for Bank Asset Liability Management (Applied Optimization),Kyriaki Kosmidou,en,2004,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0021,Asset/Liability Management of Financial Institutions,Leo M. Tilman,en,2003,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0022,Asset-liability management challenges facing the life insurance industry,Stephen W. Forbes,en,2003,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0023,Nafcu's Asset/Liability Management Cbt,Sis; Leonard M. Matz,en,2001,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0024,Asset liability management for defined-benefit pension funds,Andreas Reichlin,en,2001,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-en-0025,The duration derby,Harry Zheng,en,2001,Unknown,,Banking & Payments,ALM,practice,asset liability management,unknown,draft
alm-ja-0001,流動性リスク管理の基礎と実務,栗谷修輔,ja,2025,Unknown,4322145558,Banking & Payments,ALM,practice,流動性リスク 管理,unknown,draft
alm-ja-0002,ファイナンスをめぐる冒険――組織のパーパスに適した資金調達はどうすればできるのか,オーニー・パットン・パワー; Zebras and Company; 月谷真紀,ja,2024,英治出版,,Banking & Payments,ALM,practice,資金調達 コスト,unknown,draft
alm-ja-0003,中小企業の「銀行交渉と資金繰り」完全マニュアル,安田順; 池田聡,ja,2023,日本実業出版社,,Banking & Payments,ALM,practice,資金繰り 銀行,unknown,draft
alm-ja-0004,WIPO と 無形資産による 資金調達,World Intellectual Property Organization,ja,2023,WIPO,,Banking & Payments,ALM,practice,資金調達 コスト,unknown,draft
alm-ja-0005,図解入門ﾋﾞｼﾞﾈｽ中央銀行と金融政策がよくわかる本,久保田博幸,ja,2019,秀和システム,9784798058122,Banking & Payments,ALM,practice,金利リスク バンキングブック,unknown,draft
